date,latitude,longitude,sunrise_utc,sunset_utc,sunrise_ist,sunset_ist,day_length_seconds,fetched_at_ist
2021-03-31,19.076,72.8777,2021-03-31T01:02:02+00:00,2021-03-31T13:23:14+00:00,2021-03-31T06:32:02+05:30,2021-03-31T18:53:14+05:30,44472,2026-03-04T01:48:30.545786+05:30
2021-04-01,19.076,72.8777,2021-04-01T01:01:12+00:00,2021-04-01T13:23:28+00:00,2021-04-01T06:31:12+05:30,2021-04-01T18:53:28+05:30,44536,2026-03-04T01:48:30.953776+05:30
2021-04-02,19.076,72.8777,2021-04-02T01:00:22+00:00,2021-04-02T13:23:43+00:00,2021-04-02T06:30:22+05:30,2021-04-02T18:53:43+05:30,44601,2026-03-04T01:48:31.664084+05:30
2021-04-03,19.076,72.8777,2021-04-03T00:59:32+00:00,2021-04-03T13:23:58+00:00,2021-04-03T06:29:32+05:30,2021-04-03T18:53:58+05:30,44666,2026-03-04T01:48:32.067064+05:30
2021-04-04,19.076,72.8777,2021-04-04T00:58:42+00:00,2021-04-04T13:24:12+00:00,2021-04-04T06:28:42+05:30,2021-04-04T18:54:12+05:30,44730,2026-03-04T01:48:32.473951+05:30
2021-04-05,19.076,72.8777,2021-04-05T00:57:53+00:00,2021-04-05T13:24:27+00:00,2021-04-05T06:27:53+05:30,2021-04-05T18:54:27+05:30,44794,2026-03-04T01:48:32.880255+05:30
2021-04-06,19.076,72.8777,2021-04-06T00:57:04+00:00,2021-04-06T13:24:42+00:00,2021-04-06T06:27:04+05:30,2021-04-06T18:54:42+05:30,44858,2026-03-04T01:48:33.294237+05:30
2021-04-07,19.076,72.8777,2021-04-07T00:56:15+00:00,2021-04-07T13:24:57+00:00,2021-04-07T06:26:15+05:30,2021-04-07T18:54:57+05:30,44922,2026-03-04T01:48:33.727751+05:30
2021-04-08,19.076,72.8777,2021-04-08T00:55:27+00:00,2021-04-08T13:25:13+00:00,2021-04-08T06:25:27+05:30,2021-04-08T18:55:13+05:30,44986,2026-03-04T01:48:34.753581+05:30
2021-04-09,19.076,72.8777,2021-04-09T00:54:38+00:00,2021-04-09T13:25:28+00:00,2021-04-09T06:24:38+05:30,2021-04-09T18:55:28+05:30,45050,2026-03-04T01:48:35.264954+05:30
2021-04-10,19.076,72.8777,2021-04-10T00:53:51+00:00,2021-04-10T13:25:43+00:00,2021-04-10T06:23:51+05:30,2021-04-10T18:55:43+05:30,45112,2026-03-04T01:48:35.715036+05:30
2021-04-11,19.076,72.8777,2021-04-11T00:53:03+00:00,2021-04-11T13:25:59+00:00,2021-04-11T06:23:03+05:30,2021-04-11T18:55:59+05:30,45176,2026-03-04T01:48:36.116503+05:30
2021-04-12,19.076,72.8777,2021-04-12T00:52:16+00:00,2021-04-12T13:26:15+00:00,2021-04-12T06:22:16+05:30,2021-04-12T18:56:15+05:30,45239,2026-03-04T01:48:36.526855+05:30
2021-04-13,19.076,72.8777,2021-04-13T00:51:30+00:00,2021-04-13T13:26:31+00:00,2021-04-13T06:21:30+05:30,2021-04-13T18:56:31+05:30,45301,2026-03-04T01:48:36.940969+05:30
2021-04-14,19.076,72.8777,2021-04-14T00:50:44+00:00,2021-04-14T13:26:47+00:00,2021-04-14T06:20:44+05:30,2021-04-14T18:56:47+05:30,45363,2026-03-04T01:48:37.361800+05:30
2021-04-15,19.076,72.8777,2021-04-15T00:49:58+00:00,2021-04-15T13:27:03+00:00,2021-04-15T06:19:58+05:30,2021-04-15T18:57:03+05:30,45425,2026-03-04T01:48:37.767725+05:30
2021-04-16,19.076,72.8777,2021-04-16T00:49:13+00:00,2021-04-16T13:27:20+00:00,2021-04-16T06:19:13+05:30,2021-04-16T18:57:20+05:30,45487,2026-03-04T01:48:38.174903+05:30
2021-04-17,19.076,72.8777,2021-04-17T00:48:29+00:00,2021-04-17T13:27:37+00:00,2021-04-17T06:18:29+05:30,2021-04-17T18:57:37+05:30,45548,2026-03-04T01:48:38.581313+05:30
2021-04-18,19.076,72.8777,2021-04-18T00:47:45+00:00,2021-04-18T13:27:54+00:00,2021-04-18T06:17:45+05:30,2021-04-18T18:57:54+05:30,45609,2026-03-04T01:48:39.001980+05:30
2021-04-19,19.076,72.8777,2021-04-19T00:47:01+00:00,2021-04-19T13:28:11+00:00,2021-04-19T06:17:01+05:30,2021-04-19T18:58:11+05:30,45670,2026-03-04T01:48:39.428996+05:30
2021-04-20,19.076,72.8777,2021-04-20T00:46:19+00:00,2021-04-20T13:28:28+00:00,2021-04-20T06:16:19+05:30,2021-04-20T18:58:28+05:30,45729,2026-03-04T01:48:39.831562+05:30
2021-04-21,19.076,72.8777,2021-04-21T00:45:36+00:00,2021-04-21T13:28:46+00:00,2021-04-21T06:15:36+05:30,2021-04-21T18:58:46+05:30,45790,2026-03-04T01:48:40.247205+05:30
2021-04-22,19.076,72.8777,2021-04-22T00:44:55+00:00,2021-04-22T13:29:04+00:00,2021-04-22T06:14:55+05:30,2021-04-22T18:59:04+05:30,45849,2026-03-04T01:48:40.666985+05:30
2021-04-23,19.076,72.8777,2021-04-23T00:44:14+00:00,2021-04-23T13:29:22+00:00,2021-04-23T06:14:14+05:30,2021-04-23T18:59:22+05:30,45908,2026-03-04T01:48:41.071816+05:30
2021-04-24,19.076,72.8777,2021-04-24T00:43:34+00:00,2021-04-24T13:29:40+00:00,2021-04-24T06:13:34+05:30,2021-04-24T18:59:40+05:30,45966,2026-03-04T01:48:41.475460+05:30
2021-04-25,19.076,72.8777,2021-04-25T00:42:54+00:00,2021-04-25T13:29:59+00:00,2021-04-25T06:12:54+05:30,2021-04-25T18:59:59+05:30,46025,2026-03-04T01:48:41.882621+05:30
2021-04-26,19.076,72.8777,2021-04-26T00:42:15+00:00,2021-04-26T13:30:18+00:00,2021-04-26T06:12:15+05:30,2021-04-26T19:00:18+05:30,46083,2026-03-04T01:48:42.305791+05:30
2021-04-27,19.076,72.8777,2021-04-27T00:41:37+00:00,2021-04-27T13:30:37+00:00,2021-04-27T06:11:37+05:30,2021-04-27T19:00:37+05:30,46140,2026-03-04T01:48:42.729173+05:30
2021-04-28,19.076,72.8777,2021-04-28T00:41:00+00:00,2021-04-28T13:30:57+00:00,2021-04-28T06:11:00+05:30,2021-04-28T19:00:57+05:30,46197,2026-03-04T01:48:43.145747+05:30
2021-04-29,19.076,72.8777,2021-04-29T00:40:24+00:00,2021-04-29T13:31:16+00:00,2021-04-29T06:10:24+05:30,2021-04-29T19:01:16+05:30,46252,2026-03-04T01:48:43.563941+05:30
2021-04-30,19.076,72.8777,2021-04-30T00:39:48+00:00,2021-04-30T13:31:36+00:00,2021-04-30T06:09:48+05:30,2021-04-30T19:01:36+05:30,46308,2026-03-04T01:48:43.973260+05:30
2021-05-01,19.076,72.8777,2021-05-01T00:39:13+00:00,2021-05-01T13:31:57+00:00,2021-05-01T06:09:13+05:30,2021-05-01T19:01:57+05:30,46364,2026-03-04T01:48:44.382222+05:30
2021-05-02,19.076,72.8777,2021-05-02T00:38:39+00:00,2021-05-02T13:32:17+00:00,2021-05-02T06:08:39+05:30,2021-05-02T19:02:17+05:30,46418,2026-03-04T01:48:44.794193+05:30
2021-05-03,19.076,72.8777,2021-05-03T00:38:06+00:00,2021-05-03T13:32:38+00:00,2021-05-03T06:08:06+05:30,2021-05-03T19:02:38+05:30,46472,2026-03-04T01:48:45.581222+05:30
2021-05-04,19.076,72.8777,2021-05-04T00:37:33+00:00,2021-05-04T13:32:59+00:00,2021-05-04T06:07:33+05:30,2021-05-04T19:02:59+05:30,46526,2026-03-04T01:48:46.372335+05:30
2021-05-05,19.076,72.8777,2021-05-05T00:37:02+00:00,2021-05-05T13:33:20+00:00,2021-05-05T06:07:02+05:30,2021-05-05T19:03:20+05:30,46578,2026-03-04T01:48:46.780489+05:30
2021-05-06,19.076,72.8777,2021-05-06T00:36:31+00:00,2021-05-06T13:33:41+00:00,2021-05-06T06:06:31+05:30,2021-05-06T19:03:41+05:30,46630,2026-03-04T01:48:47.190621+05:30
2021-05-07,19.076,72.8777,2021-05-07T00:36:01+00:00,2021-05-07T13:34:03+00:00,2021-05-07T06:06:01+05:30,2021-05-07T19:04:03+05:30,46682,2026-03-04T01:48:47.598132+05:30
2021-05-08,19.076,72.8777,2021-05-08T00:35:33+00:00,2021-05-08T13:34:25+00:00,2021-05-08T06:05:33+05:30,2021-05-08T19:04:25+05:30,46732,2026-03-04T01:48:48.007155+05:30
2021-05-09,19.076,72.8777,2021-05-09T00:35:05+00:00,2021-05-09T13:34:47+00:00,2021-05-09T06:05:05+05:30,2021-05-09T19:04:47+05:30,46782,2026-03-04T01:48:48.419933+05:30
2021-05-10,19.076,72.8777,2021-05-10T00:34:38+00:00,2021-05-10T13:35:09+00:00,2021-05-10T06:04:38+05:30,2021-05-10T19:05:09+05:30,46831,2026-03-04T01:48:48.836634+05:30
2021-05-11,19.076,72.8777,2021-05-11T00:34:12+00:00,2021-05-11T13:35:32+00:00,2021-05-11T06:04:12+05:30,2021-05-11T19:05:32+05:30,46880,2026-03-04T01:48:49.617705+05:30
2021-05-12,19.076,72.8777,2021-05-12T00:33:47+00:00,2021-05-12T13:35:54+00:00,2021-05-12T06:03:47+05:30,2021-05-12T19:05:54+05:30,46927,2026-03-04T01:48:50.063179+05:30
2021-05-13,19.076,72.8777,2021-05-13T00:33:23+00:00,2021-05-13T13:36:17+00:00,2021-05-13T06:03:23+05:30,2021-05-13T19:06:17+05:30,46974,2026-03-04T01:48:50.483201+05:30
2021-05-14,19.076,72.8777,2021-05-14T00:33:00+00:00,2021-05-14T13:36:40+00:00,2021-05-14T06:03:00+05:30,2021-05-14T19:06:40+05:30,47020,2026-03-04T01:48:50.888044+05:30
2021-05-15,19.076,72.8777,2021-05-15T00:32:38+00:00,2021-05-15T13:37:03+00:00,2021-05-15T06:02:38+05:30,2021-05-15T19:07:03+05:30,47065,2026-03-04T01:48:51.341586+05:30
2021-05-16,19.076,72.8777,2021-05-16T00:32:17+00:00,2021-05-16T13:37:26+00:00,2021-05-16T06:02:17+05:30,2021-05-16T19:07:26+05:30,47109,2026-03-04T01:48:51.773534+05:30
2021-05-17,19.076,72.8777,2021-05-17T00:31:57+00:00,2021-05-17T13:37:50+00:00,2021-05-17T06:01:57+05:30,2021-05-17T19:07:50+05:30,47153,2026-03-04T01:48:52.183212+05:30
2021-05-18,19.076,72.8777,2021-05-18T00:31:38+00:00,2021-05-18T13:38:13+00:00,2021-05-18T06:01:38+05:30,2021-05-18T19:08:13+05:30,47195,2026-03-04T01:48:52.591139+05:30
2021-05-19,19.076,72.8777,2021-05-19T00:31:20+00:00,2021-05-19T13:38:37+00:00,2021-05-19T06:01:20+05:30,2021-05-19T19:08:37+05:30,47237,2026-03-04T01:48:52.997340+05:30
2021-05-20,19.076,72.8777,2021-05-20T00:31:03+00:00,2021-05-20T13:39:00+00:00,2021-05-20T06:01:03+05:30,2021-05-20T19:09:00+05:30,47277,2026-03-04T01:48:53.404997+05:30
2021-05-21,19.076,72.8777,2021-05-21T00:30:47+00:00,2021-05-21T13:39:24+00:00,2021-05-21T06:00:47+05:30,2021-05-21T19:09:24+05:30,47317,2026-03-04T01:48:53.815432+05:30
2021-05-22,19.076,72.8777,2021-05-22T00:30:32+00:00,2021-05-22T13:39:48+00:00,2021-05-22T06:00:32+05:30,2021-05-22T19:09:48+05:30,47356,2026-03-04T01:48:54.225160+05:30
2021-05-23,19.076,72.8777,2021-05-23T00:30:18+00:00,2021-05-23T13:40:11+00:00,2021-05-23T06:00:18+05:30,2021-05-23T19:10:11+05:30,47393,2026-03-04T01:48:54.637631+05:30
2021-05-24,19.076,72.8777,2021-05-24T00:30:05+00:00,2021-05-24T13:40:35+00:00,2021-05-24T06:00:05+05:30,2021-05-24T19:10:35+05:30,47430,2026-03-04T01:48:55.047052+05:30
2021-05-25,19.076,72.8777,2021-05-25T00:29:53+00:00,2021-05-25T13:40:59+00:00,2021-05-25T05:59:53+05:30,2021-05-25T19:10:59+05:30,47466,2026-03-04T01:48:55.455750+05:30
2021-05-26,19.076,72.8777,2021-05-26T00:29:43+00:00,2021-05-26T13:41:22+00:00,2021-05-26T05:59:43+05:30,2021-05-26T19:11:22+05:30,47499,2026-03-04T01:48:55.868247+05:30
2021-05-27,19.076,72.8777,2021-05-27T00:29:33+00:00,2021-05-27T13:41:46+00:00,2021-05-27T05:59:33+05:30,2021-05-27T19:11:46+05:30,47533,2026-03-04T01:48:56.284800+05:30
2021-05-28,19.076,72.8777,2021-05-28T00:29:24+00:00,2021-05-28T13:42:09+00:00,2021-05-28T05:59:24+05:30,2021-05-28T19:12:09+05:30,47565,2026-03-04T01:48:56.695813+05:30
2021-05-29,19.076,72.8777,2021-05-29T00:29:16+00:00,2021-05-29T13:42:32+00:00,2021-05-29T05:59:16+05:30,2021-05-29T19:12:32+05:30,47596,2026-03-04T01:48:57.102169+05:30
2021-05-30,19.076,72.8777,2021-05-30T00:29:10+00:00,2021-05-30T13:42:55+00:00,2021-05-30T05:59:10+05:30,2021-05-30T19:12:55+05:30,47625,2026-03-04T01:48:57.511177+05:30
2021-05-31,19.076,72.8777,2021-05-31T00:29:04+00:00,2021-05-31T13:43:18+00:00,2021-05-31T05:59:04+05:30,2021-05-31T19:13:18+05:30,47654,2026-03-04T01:48:57.914150+05:30
2021-06-01,19.076,72.8777,2021-06-01T00:29:00+00:00,2021-06-01T13:43:41+00:00,2021-06-01T05:59:00+05:30,2021-06-01T19:13:41+05:30,47681,2026-03-04T01:48:58.318912+05:30
2021-06-02,19.076,72.8777,2021-06-02T00:28:56+00:00,2021-06-02T13:44:04+00:00,2021-06-02T05:58:56+05:30,2021-06-02T19:14:04+05:30,47708,2026-03-04T01:48:58.728551+05:30
2021-06-03,19.076,72.8777,2021-06-03T00:28:53+00:00,2021-06-03T13:44:26+00:00,2021-06-03T05:58:53+05:30,2021-06-03T19:14:26+05:30,47733,2026-03-04T01:48:59.132774+05:30
2021-06-04,19.076,72.8777,2021-06-04T00:28:52+00:00,2021-06-04T13:44:48+00:00,2021-06-04T05:58:52+05:30,2021-06-04T19:14:48+05:30,47756,2026-03-04T01:48:59.543253+05:30
2021-06-05,19.076,72.8777,2021-06-05T00:28:51+00:00,2021-06-05T13:45:10+00:00,2021-06-05T05:58:51+05:30,2021-06-05T19:15:10+05:30,47779,2026-03-04T01:48:59.951246+05:30
2021-06-06,19.076,72.8777,2021-06-06T00:28:51+00:00,2021-06-06T13:45:31+00:00,2021-06-06T05:58:51+05:30,2021-06-06T19:15:31+05:30,47800,2026-03-04T01:49:00.366519+05:30
2021-06-07,19.076,72.8777,2021-06-07T00:28:53+00:00,2021-06-07T13:45:52+00:00,2021-06-07T05:58:53+05:30,2021-06-07T19:15:52+05:30,47819,2026-03-04T01:49:00.771818+05:30
2021-06-08,19.076,72.8777,2021-06-08T00:28:55+00:00,2021-06-08T13:46:13+00:00,2021-06-08T05:58:55+05:30,2021-06-08T19:16:13+05:30,47838,2026-03-04T01:49:01.184417+05:30
2021-06-09,19.076,72.8777,2021-06-09T00:28:58+00:00,2021-06-09T13:46:33+00:00,2021-06-09T05:58:58+05:30,2021-06-09T19:16:33+05:30,47855,2026-03-04T01:49:01.599468+05:30
2021-06-10,19.076,72.8777,2021-06-10T00:29:02+00:00,2021-06-10T13:46:53+00:00,2021-06-10T05:59:02+05:30,2021-06-10T19:16:53+05:30,47871,2026-03-04T01:49:02.007739+05:30
2021-06-11,19.076,72.8777,2021-06-11T00:29:07+00:00,2021-06-11T13:47:12+00:00,2021-06-11T05:59:07+05:30,2021-06-11T19:17:12+05:30,47885,2026-03-04T01:49:02.423874+05:30
2021-06-12,19.076,72.8777,2021-06-12T00:29:13+00:00,2021-06-12T13:47:31+00:00,2021-06-12T05:59:13+05:30,2021-06-12T19:17:31+05:30,47898,2026-03-04T01:49:03.203534+05:30
2021-06-13,19.076,72.8777,2021-06-13T00:29:20+00:00,2021-06-13T13:47:49+00:00,2021-06-13T05:59:20+05:30,2021-06-13T19:17:49+05:30,47909,2026-03-04T01:49:03.608028+05:30
2021-06-14,19.076,72.8777,2021-06-14T00:29:27+00:00,2021-06-14T13:48:07+00:00,2021-06-14T05:59:27+05:30,2021-06-14T19:18:07+05:30,47920,2026-03-04T01:49:04.015242+05:30
2021-06-15,19.076,72.8777,2021-06-15T00:29:35+00:00,2021-06-15T13:48:24+00:00,2021-06-15T05:59:35+05:30,2021-06-15T19:18:24+05:30,47929,2026-03-04T01:49:04.424483+05:30
2021-06-16,19.076,72.8777,2021-06-16T00:29:45+00:00,2021-06-16T13:48:41+00:00,2021-06-16T05:59:45+05:30,2021-06-16T19:18:41+05:30,47936,2026-03-04T01:49:04.834275+05:30
2021-06-17,19.076,72.8777,2021-06-17T00:29:54+00:00,2021-06-17T13:48:57+00:00,2021-06-17T05:59:54+05:30,2021-06-17T19:18:57+05:30,47943,2026-03-04T01:49:05.242388+05:30
2021-06-18,19.076,72.8777,2021-06-18T00:30:05+00:00,2021-06-18T13:49:12+00:00,2021-06-18T06:00:05+05:30,2021-06-18T19:19:12+05:30,47947,2026-03-04T01:49:05.665914+05:30
2021-06-19,19.076,72.8777,2021-06-19T00:30:17+00:00,2021-06-19T13:49:27+00:00,2021-06-19T06:00:17+05:30,2021-06-19T19:19:27+05:30,47950,2026-03-04T01:49:06.071554+05:30
2021-06-20,19.076,72.8777,2021-06-20T00:30:29+00:00,2021-06-20T13:49:41+00:00,2021-06-20T06:00:29+05:30,2021-06-20T19:19:41+05:30,47952,2026-03-04T01:49:06.479224+05:30
2021-06-21,19.076,72.8777,2021-06-21T00:30:42+00:00,2021-06-21T13:49:54+00:00,2021-06-21T06:00:42+05:30,2021-06-21T19:19:54+05:30,47952,2026-03-04T01:49:06.891598+05:30
2021-06-22,19.076,72.8777,2021-06-22T00:30:55+00:00,2021-06-22T13:50:07+00:00,2021-06-22T06:00:55+05:30,2021-06-22T19:20:07+05:30,47952,2026-03-04T01:49:07.304027+05:30
2021-06-23,19.076,72.8777,2021-06-23T00:31:09+00:00,2021-06-23T13:50:19+00:00,2021-06-23T06:01:09+05:30,2021-06-23T19:20:19+05:30,47950,2026-03-04T01:49:07.763985+05:30
2021-06-24,19.076,72.8777,2021-06-24T00:31:24+00:00,2021-06-24T13:50:30+00:00,2021-06-24T06:01:24+05:30,2021-06-24T19:20:30+05:30,47946,2026-03-04T01:49:08.245166+05:30
2021-06-25,19.076,72.8777,2021-06-25T00:31:39+00:00,2021-06-25T13:50:40+00:00,2021-06-25T06:01:39+05:30,2021-06-25T19:20:40+05:30,47941,2026-03-04T01:49:08.653844+05:30
2021-06-26,19.076,72.8777,2021-06-26T00:31:55+00:00,2021-06-26T13:50:49+00:00,2021-06-26T06:01:55+05:30,2021-06-26T19:20:49+05:30,47934,2026-03-04T01:49:09.065612+05:30
2021-06-27,19.076,72.8777,2021-06-27T00:32:12+00:00,2021-06-27T13:50:58+00:00,2021-06-27T06:02:12+05:30,2021-06-27T19:20:58+05:30,47926,2026-03-04T01:49:09.490074+05:30
2021-06-28,19.076,72.8777,2021-06-28T00:32:29+00:00,2021-06-28T13:51:06+00:00,2021-06-28T06:02:29+05:30,2021-06-28T19:21:06+05:30,47917,2026-03-04T01:49:10.047275+05:30
2021-06-29,19.076,72.8777,2021-06-29T00:32:46+00:00,2021-06-29T13:51:12+00:00,2021-06-29T06:02:46+05:30,2021-06-29T19:21:12+05:30,47906,2026-03-04T01:49:10.501629+05:30
2021-06-30,19.076,72.8777,2021-06-30T00:33:04+00:00,2021-06-30T13:51:18+00:00,2021-06-30T06:03:04+05:30,2021-06-30T19:21:18+05:30,47894,2026-03-04T01:49:10.956905+05:30
2021-07-01,19.076,72.8777,2021-07-01T00:33:23+00:00,2021-07-01T13:51:23+00:00,2021-07-01T06:03:23+05:30,2021-07-01T19:21:23+05:30,47880,2026-03-04T01:49:11.364068+05:30
2021-07-02,19.076,72.8777,2021-07-02T00:33:41+00:00,2021-07-02T13:51:27+00:00,2021-07-02T06:03:41+05:30,2021-07-02T19:21:27+05:30,47866,2026-03-04T01:49:11.766929+05:30
2021-07-03,19.076,72.8777,2021-07-03T00:34:01+00:00,2021-07-03T13:51:30+00:00,2021-07-03T06:04:01+05:30,2021-07-03T19:21:30+05:30,47849,2026-03-04T01:49:12.175100+05:30
2021-07-04,19.076,72.8777,2021-07-04T00:34:20+00:00,2021-07-04T13:51:32+00:00,2021-07-04T06:04:20+05:30,2021-07-04T19:21:32+05:30,47832,2026-03-04T01:49:12.584811+05:30
2021-07-05,19.076,72.8777,2021-07-05T00:34:40+00:00,2021-07-05T13:51:33+00:00,2021-07-05T06:04:40+05:30,2021-07-05T19:21:33+05:30,47813,2026-03-04T01:49:12.988788+05:30
2021-07-06,19.076,72.8777,2021-07-06T00:35:00+00:00,2021-07-06T13:51:33+00:00,2021-07-06T06:05:00+05:30,2021-07-06T19:21:33+05:30,47793,2026-03-04T01:49:13.397745+05:30
2021-07-07,19.076,72.8777,2021-07-07T00:35:21+00:00,2021-07-07T13:51:32+00:00,2021-07-07T06:05:21+05:30,2021-07-07T19:21:32+05:30,47771,2026-03-04T01:49:13.803995+05:30
2021-07-08,19.076,72.8777,2021-07-08T00:35:41+00:00,2021-07-08T13:51:31+00:00,2021-07-08T06:05:41+05:30,2021-07-08T19:21:31+05:30,47750,2026-03-04T01:49:14.216494+05:30
2021-07-09,19.076,72.8777,2021-07-09T00:36:02+00:00,2021-07-09T13:51:28+00:00,2021-07-09T06:06:02+05:30,2021-07-09T19:21:28+05:30,47726,2026-03-04T01:49:14.631767+05:30
2021-07-10,19.076,72.8777,2021-07-10T00:36:23+00:00,2021-07-10T13:51:24+00:00,2021-07-10T06:06:23+05:30,2021-07-10T19:21:24+05:30,47701,2026-03-04T01:49:15.039547+05:30
2021-07-11,19.076,72.8777,2021-07-11T00:36:45+00:00,2021-07-11T13:51:18+00:00,2021-07-11T06:06:45+05:30,2021-07-11T19:21:18+05:30,47673,2026-03-04T01:49:15.449903+05:30
2021-07-12,19.076,72.8777,2021-07-12T00:37:06+00:00,2021-07-12T13:51:12+00:00,2021-07-12T06:07:06+05:30,2021-07-12T19:21:12+05:30,47646,2026-03-04T01:49:15.860049+05:30
2021-07-13,19.076,72.8777,2021-07-13T00:37:28+00:00,2021-07-13T13:51:05+00:00,2021-07-13T06:07:28+05:30,2021-07-13T19:21:05+05:30,47617,2026-03-04T01:49:16.271037+05:30
2021-07-14,19.076,72.8777,2021-07-14T00:37:49+00:00,2021-07-14T13:50:57+00:00,2021-07-14T06:07:49+05:30,2021-07-14T19:20:57+05:30,47588,2026-03-04T01:49:16.682995+05:30
2021-07-15,19.076,72.8777,2021-07-15T00:38:11+00:00,2021-07-15T13:50:48+00:00,2021-07-15T06:08:11+05:30,2021-07-15T19:20:48+05:30,47557,2026-03-04T01:49:17.093232+05:30
2021-07-16,19.076,72.8777,2021-07-16T00:38:33+00:00,2021-07-16T13:50:37+00:00,2021-07-16T06:08:33+05:30,2021-07-16T19:20:37+05:30,47524,2026-03-04T01:49:17.507598+05:30
2021-07-17,19.076,72.8777,2021-07-17T00:38:55+00:00,2021-07-17T13:50:26+00:00,2021-07-17T06:08:55+05:30,2021-07-17T19:20:26+05:30,47491,2026-03-04T01:49:17.920575+05:30
2021-07-18,19.076,72.8777,2021-07-18T00:39:17+00:00,2021-07-18T13:50:13+00:00,2021-07-18T06:09:17+05:30,2021-07-18T19:20:13+05:30,47456,2026-03-04T01:49:18.334317+05:30
2021-07-19,19.076,72.8777,2021-07-19T00:39:39+00:00,2021-07-19T13:50:00+00:00,2021-07-19T06:09:39+05:30,2021-07-19T19:20:00+05:30,47421,2026-03-04T01:49:18.741447+05:30
2021-07-20,19.076,72.8777,2021-07-20T00:40:00+00:00,2021-07-20T13:49:45+00:00,2021-07-20T06:10:00+05:30,2021-07-20T19:19:45+05:30,47385,2026-03-04T01:49:19.148401+05:30
2021-07-21,19.076,72.8777,2021-07-21T00:40:22+00:00,2021-07-21T13:49:29+00:00,2021-07-21T06:10:22+05:30,2021-07-21T19:19:29+05:30,47347,2026-03-04T01:49:19.563752+05:30
2021-07-22,19.076,72.8777,2021-07-22T00:40:44+00:00,2021-07-22T13:49:13+00:00,2021-07-22T06:10:44+05:30,2021-07-22T19:19:13+05:30,47309,2026-03-04T01:49:19.979037+05:30
2021-07-23,19.076,72.8777,2021-07-23T00:41:05+00:00,2021-07-23T13:48:55+00:00,2021-07-23T06:11:05+05:30,2021-07-23T19:18:55+05:30,47270,2026-03-04T01:49:20.425121+05:30
2021-07-24,19.076,72.8777,2021-07-24T00:41:27+00:00,2021-07-24T13:48:36+00:00,2021-07-24T06:11:27+05:30,2021-07-24T19:18:36+05:30,47229,2026-03-04T01:49:20.833907+05:30
2021-07-25,19.076,72.8777,2021-07-25T00:41:48+00:00,2021-07-25T13:48:16+00:00,2021-07-25T06:11:48+05:30,2021-07-25T19:18:16+05:30,47188,2026-03-04T01:49:21.240429+05:30
2021-07-26,19.076,72.8777,2021-07-26T00:42:10+00:00,2021-07-26T13:47:55+00:00,2021-07-26T06:12:10+05:30,2021-07-26T19:17:55+05:30,47145,2026-03-04T01:49:21.651277+05:30
2021-07-27,19.076,72.8777,2021-07-27T00:42:31+00:00,2021-07-27T13:47:33+00:00,2021-07-27T06:12:31+05:30,2021-07-27T19:17:33+05:30,47102,2026-03-04T01:49:22.061507+05:30
2021-07-28,19.076,72.8777,2021-07-28T00:42:52+00:00,2021-07-28T13:47:09+00:00,2021-07-28T06:12:52+05:30,2021-07-28T19:17:09+05:30,47057,2026-03-04T01:49:22.467866+05:30
2021-07-29,19.076,72.8777,2021-07-29T00:43:12+00:00,2021-07-29T13:46:45+00:00,2021-07-29T06:13:12+05:30,2021-07-29T19:16:45+05:30,47013,2026-03-04T01:49:22.870601+05:30
2021-07-30,19.076,72.8777,2021-07-30T00:43:33+00:00,2021-07-30T13:46:20+00:00,2021-07-30T06:13:33+05:30,2021-07-30T19:16:20+05:30,46967,2026-03-04T01:49:23.283942+05:30
2021-07-31,19.076,72.8777,2021-07-31T00:43:53+00:00,2021-07-31T13:45:54+00:00,2021-07-31T06:13:53+05:30,2021-07-31T19:15:54+05:30,46921,2026-03-04T01:49:23.692219+05:30
2021-08-01,19.076,72.8777,2021-08-01T00:44:13+00:00,2021-08-01T13:45:27+00:00,2021-08-01T06:14:13+05:30,2021-08-01T19:15:27+05:30,46874,2026-03-04T01:49:24.109681+05:30
2021-08-02,19.076,72.8777,2021-08-02T00:44:33+00:00,2021-08-02T13:44:59+00:00,2021-08-02T06:14:33+05:30,2021-08-02T19:14:59+05:30,46826,2026-03-04T01:49:24.535140+05:30
2021-08-03,19.076,72.8777,2021-08-03T00:44:53+00:00,2021-08-03T13:44:29+00:00,2021-08-03T06:14:53+05:30,2021-08-03T19:14:29+05:30,46776,2026-03-04T01:49:24.946504+05:30
2021-08-04,19.076,72.8777,2021-08-04T00:45:12+00:00,2021-08-04T13:43:59+00:00,2021-08-04T06:15:12+05:30,2021-08-04T19:13:59+05:30,46727,2026-03-04T01:49:25.350848+05:30
2021-08-05,19.076,72.8777,2021-08-05T00:45:31+00:00,2021-08-05T13:43:28+00:00,2021-08-05T06:15:31+05:30,2021-08-05T19:13:28+05:30,46677,2026-03-04T01:49:25.763462+05:30
2021-08-06,19.076,72.8777,2021-08-06T00:45:50+00:00,2021-08-06T13:42:56+00:00,2021-08-06T06:15:50+05:30,2021-08-06T19:12:56+05:30,46626,2026-03-04T01:49:26.171960+05:30
2021-08-07,19.076,72.8777,2021-08-07T00:46:09+00:00,2021-08-07T13:42:23+00:00,2021-08-07T06:16:09+05:30,2021-08-07T19:12:23+05:30,46574,2026-03-04T01:49:26.582598+05:30
